Professor,Artigo
LILIANE DOS SANTOS MACHADO,GeoplanoMob: an educational mobile game for Mathematics
LILIANE DOS SANTOS MACHADO,Análise da Atenção Básica em João Pessoa Através da Integração de Bases de Dados de Saúde
LILIANE DOS SANTOS MACHADO,Virtualidade imersiva e interativa baseada em cloud computing
LILIANE DOS SANTOS MACHADO,Sistemas Embarcados e Maquetes Virtuais para Suporte a Hiper-Realidade
LILIANE DOS SANTOS MACHADO,A Realidade Virtual Aplicada na Visualização Interativa das Estruturas do Corpo Humano
LILIANE DOS SANTOS MACHADO,X3D e Integração Multimídia para Representação de um Sítio Arqueológico
LILIANE DOS SANTOS MACHADO,Uma Implementação de Hiper-Realismo Baseada em Sistema Embarcado
LINCOLN DAVID NERY E SILVA,Nenhuma publicação encontrada
LUCIDIO DOS ANJOS FORMIGA CABRAL,A matheuristic approach for the pollution-routing problem
LUCIDIO DOS ANJOS FORMIGA CABRAL,GRASP-UTS: an algorithm for unsupervised trajectory segmentation
LUCIDIO DOS ANJOS FORMIGA CABRAL,A semi-supervised approach for the semantic segmentation of trajectories
LUCIDIO DOS ANJOS FORMIGA CABRAL,An efficient ILS heuristic for the vehicle routing problem with simultaneous pickup and delivery
LUCIDIO DOS ANJOS FORMIGA CABRAL,An ILS based heuristic for the vehicle routing problem with simultaneous pickup and delivery and time limit
LUCIDIO DOS ANJOS FORMIGA CABRAL,Objetos de Aprendizagem: uma proposta de avaliação da aprendizagem significativa
LUCIDIO DOS ANJOS FORMIGA CABRAL,TDR: A distributed-memory parallel routing algorithm for FPGAs
LUCIDIO DOS ANJOS FORMIGA CABRAL,Scheduling the Brazilian soccer championship: a simulated annealing approach
LUCIDIO DOS ANJOS FORMIGA CABRAL,A hybrid metaheuristic for the minimum labeling spanning tree problem
LUCIDIO DOS ANJOS FORMIGA CABRAL,New heuristics for the bicluster editing problem
LUCIDIO DOS ANJOS FORMIGA CABRAL,Branch-and-cut approaches for p-cluster editing
LUCIDIO DOS ANJOS FORMIGA CABRAL,Aplicação da metaheurística busca tabu ao problema de alocação de aulas a salas em uma instituição universitária
LUCIDIO DOS ANJOS FORMIGA CABRAL,A polyhedral approach to the generalized minimum labeling spanning tree problem
LUCIDIO DOS ANJOS FORMIGA CABRAL,Aplicação da metaheurística busca tabu na resolução do problema de alocação de salas do centro de tecnologia da UFPB
LUCIDIO DOS ANJOS FORMIGA CABRAL,An heuristic approach for large scale crew scheduling problems at Rio-Sul airlines
LUCIDIO DOS ANJOS FORMIGA CABRAL,DC-GRASP: directing the search on continuous-GRASP
LUCIDIO DOS ANJOS FORMIGA CABRAL,Estratégia para seleção de locais candidatos voltada ao problema de localização de viaturas policiais
LUCIDIO DOS ANJOS FORMIGA CABRAL,Uso de tecnicas de mineracao de dados na identificacao de areas hidrologicamente homogeneas no Estado da Paraiba
LUCIDIO DOS ANJOS FORMIGA CABRAL,Branch-and-price for p-cluster editing
LUCIDIO DOS ANJOS FORMIGA CABRAL,The discrete ellipsoid covering problem: A discrete geometric programming approach
LUCIDIO DOS ANJOS FORMIGA CABRAL,A novel method for selecting and materializing views based on OLAP signatures and grasp
LUCIDIO DOS ANJOS FORMIGA CABRAL,Métodos exatos aplicados ao problema do corte global rotulado mınimo
LUCIDIO DOS ANJOS FORMIGA CABRAL,A hybrid metaheuristic for the vehicle routing problem with simultaneous pick-up and delivery
LUCIDIO DOS ANJOS FORMIGA CABRAL,A New Approach to VPR Tool’s FPGA Placement
LUCIDIO DOS ANJOS FORMIGA CABRAL,A parallel hybrid metaheuristic for bicluster editing
LUCIDIO DOS ANJOS FORMIGA CABRAL,Uma nova abordagem híbrida do algoritmo de Otimização por Enxame de Partículas com Busca Local Iterada para o problema de Clusterização de Dados
LUCIDIO DOS ANJOS FORMIGA CABRAL,Fatores Organizacionais e sua Influência na Segurança da Informação em Universidades Públicas: Um Estudo Empírico
LUCIDIO DOS ANJOS FORMIGA CABRAL,Metaheurísticas aplicadas à geraçao de carrossel no sistema brasileiro de TV Digital
LUCIDIO DOS ANJOS FORMIGA CABRAL,Parallel construction for continuous grasp optimization on GPUs
LUCIDIO DOS ANJOS FORMIGA CABRAL,Efficient heuristics for the minimum labeling global cut problem
LUCIDIO DOS ANJOS FORMIGA CABRAL,The weighted fair sequences problem
LUCIDIO DOS ANJOS FORMIGA CABRAL,Melhorias de Gestão de Cursos a Distância Através da Análise de Acessos ao AVA
LUCIDIO DOS ANJOS FORMIGA CABRAL,An efficient iterated local search algorithm for the vehicle routing problem with simultaneous pickup and delivery
LUCIDIO DOS ANJOS FORMIGA CABRAL,Solving the minimum labeling global cut problem by mathematical programming
LUCIDIO DOS ANJOS FORMIGA CABRAL,Metaheurística ils aplicada ao problema de alocação de rota e espectro em redes Ópticas elásticas
LUCIDIO DOS ANJOS FORMIGA CABRAL,Um algoritmo baseado em iterated local search para problema de alocação de rota e espectro
LUCIDIO DOS ANJOS FORMIGA CABRAL,Uma Abordagem Melhorada do Algoritmo de Otimização por Enxame de Partículas para o Problema de Clusterização de Dados
LUCIDIO DOS ANJOS FORMIGA CABRAL,Metaheuristic iterated local search and variable neighborhood search for the dial-a-ride problem
LUCIDIO DOS ANJOS FORMIGA CABRAL,The Ellipsoid Covering problem: an Continuous Approach
LUCIDIO DOS ANJOS FORMIGA CABRAL,Problema de dimensionamento de lotes e sequenciamento da produção: Um estudo de caso em uma indústria de bebidas
LUCIDIO DOS ANJOS FORMIGA CABRAL,Aplicação da Meta-heurística Simulated Annealing para Otimização do Posicionamento de MCU's em uma Rede de Videoconferência Multiponto Centralizada
LUCIDIO DOS ANJOS FORMIGA CABRAL,An efficient implementation of a VNS heuristic for the weighted fair sequences problem
LUCIDIO DOS ANJOS FORMIGA CABRAL,Cumulative oil production in flow unit-crossing wells estimated by multilayer perceptron networks
LUCIDIO DOS ANJOS FORMIGA CABRAL,Uma Arquitetura e Ferramentas para Problemas de Localização de Facilidades no Setor Público
LUCIDIO DOS ANJOS FORMIGA CABRAL,A Model to the Ellipsoidal Filling Problem
LUCIDIO DOS ANJOS FORMIGA CABRAL,Hibridizando a metaheurística C-GRASP com o método de busca por padrões adaptativos para resolução de problemas de otimização global contínua
LUCIDIO DOS ANJOS FORMIGA CABRAL,Uma metaheurística GRASP para configuração de um serviço de distribuição de vídeo baseado em replicação móvel
LUCIDIO DOS ANJOS FORMIGA CABRAL,Exact and heuristic techniques for solving the aircraft rotation problem
LUCIDIO DOS ANJOS FORMIGA CABRAL,ALGORITMO DE OTIMIZAÇÃO POR NUVEM DE PARTÍCULAS APLICADO AO PROBLEMA DA DIVERSIDADE MÁXIMA
LUCIDIO DOS ANJOS FORMIGA CABRAL,Meta-heurística GRASP na resolução do Problema da Cadeia de Caracteres mais Próxima
LUCIDIO DOS ANJOS FORMIGA CABRAL,Solving the minimum labeling global cut problem by mathematical programming
LUCIDIO DOS ANJOS FORMIGA CABRAL,Agrupamento por interseção de conjuntos para identificação de spam em emails
LUCIDIO DOS ANJOS FORMIGA CABRAL,UM ALGORITMO ILS-RVND PARA O PROBLEMA DE ESCALONAMENTO DO TIPO FLOW SHOP DE PERMUTAÇÃO COM TEMPO DE CONCLUSÃO TOTAL COMO MEDIDA DE DESEMPENHO
LUCIDIO DOS ANJOS FORMIGA CABRAL,Solving the minimum labeling global cut problem by mathematical programming
LUCIDIO DOS ANJOS FORMIGA CABRAL,SELEÇÃO PARA COORDENAÇÃO DE TUTORIA (Edital 26/2017)
LUCIDIO DOS ANJOS FORMIGA CABRAL,Meta-heurística híbrida aplicada ao Problema das Sequências Justas Ponderadas
LUCIDIO DOS ANJOS FORMIGA CABRAL,Meta-heurística híbrida aplicada ao Problema das Sequências Justas Ponderadas
LUCIDIO DOS ANJOS FORMIGA CABRAL,Uma Abordagem Hìbrida GRASP-ILS para o Problema de Projeto de Redes com Topologia Anel-Estrela
LUCIDIO DOS ANJOS FORMIGA CABRAL,Algoritmos exatos para o problema de edição de p-Clusters
LUCIDIO DOS ANJOS FORMIGA CABRAL,Uma proposta de solução para o aircraft recovery problem de companhias aéreas regulares de pequeno porte.
LUCIDIO DOS ANJOS FORMIGA CABRAL,OAEditor--A Framework for Editing Adaptive Learning Objects.
LUCIDIO DOS ANJOS FORMIGA CABRAL,A Model to the Ellipsoidal Covering Problem
LUCIDIO DOS ANJOS FORMIGA CABRAL,UMA HEURÍSTICA BASEADA EM ILS PARA O PROBLEMA DE LOCALIZAÇÃO-ROTEAMENTO CAPACITADO
LUCIDIO DOS ANJOS FORMIGA CABRAL,A DARP Based Approach for Implementation of Car Pooling Systems
LUCIDIO DOS ANJOS FORMIGA CABRAL,Programação Linear
LUCIDIO DOS ANJOS FORMIGA CABRAL,ABORDAGENS HEURÍSTICAS APLICADAS AO PROBLEMA GERAL DE DIMENSIONAMENTO E PROGRAMAÇÃO DE LOTES
LUCIDIO DOS ANJOS FORMIGA CABRAL,Um estudo sobre estratégias de perturbação para metaheurística VNS aplicada ao problema RSA em Redes Ópticas Elásticas
LUCIDIO DOS ANJOS FORMIGA CABRAL,Uma Matheurística Baseada em PSO para o Problema de Custo de Disponibilidade de Recursos com Múltiplos Modos
LUCIDIO DOS ANJOS FORMIGA CABRAL,Uma Abordagem Híbrida Aplicada ao Problema da Alocação Dinâmica de Espaços
LUCIDIO DOS ANJOS FORMIGA CABRAL,METAHEURÍSTICAS ILS E ACS PARA GERAÇÃO DE CONFIGURAÇÕES OTIMIZADAS PARA SISTEMAS ORIENTADOS A COMPONENTES
LUCIDIO DOS ANJOS FORMIGA CABRAL,Variable Neighborhood Descent Aplicada à Resolução do Problema da Cadeia de Caracteres mais Próxima
LUCIDIO DOS ANJOS FORMIGA CABRAL,GRASP/VND APLICADO AO PROBLEMA DE ROTEAMENTO DE VEÍCULOS COM COLETA E ENTREGA SIMULTÂNEA
LUCIDIO DOS ANJOS FORMIGA CABRAL,ESTRATÉGIAS PARALELAS E EFICIENTES PARA A CONFIGURAÇÃO DE UM SERVIÇO DE DISTRIBUIÇÃO DE VÍDEO BASEADO EM REPLICAÇÃO MÓVEL
LUCIDIO DOS ANJOS FORMIGA CABRAL,USO DE UMA FERRAMENTA DE BUSINESS INTELLIGENCE COMO APOIO À ANÁLISE DOS ACESSOS AOS AMBIENTES VIRTUAIS DE APRENDIZAGEM
LUCIDIO DOS ANJOS FORMIGA CABRAL,Resolução do Problema da Cadeia de Caracteres mais Distante usando Algoritmos de Busca Heurística
LUCIDIO DOS ANJOS FORMIGA CABRAL,ESTRATÉGIA PARALELA PARA UMA METAHEURÍSTICA HÍBRIDA USADA NA CONFIGURAÇÃO DE UM SERVIÇO DE DISTRIBUIÇÃO DE VÍDEO
LUCIDIO DOS ANJOS FORMIGA CABRAL,HEURÍSTICAS PARA ROTEAMENTO DE FPGAS
LUCIDIO DOS ANJOS FORMIGA CABRAL,META-HEURISTICS GRASP AND ILS APPLIED TO THE AIRCRAFT ROTATION PROBLEM
LUCIDIO DOS ANJOS FORMIGA CABRAL,METAHEURÍSTICAS SIMULATED ANNEALING E BUSCA TABU APLICADAS AO PROBLEMA OTIMIZAÇÃO EM REDES DE VIDECONFERÊNCIA
LUCIDIO DOS ANJOS FORMIGA CABRAL,Otimizando o cascateamento de MCU's em Videoconferências H. 323
MARDSON FREITAS DE AMORIM,Nenhuma publicação encontrada
