Ano,Posição,Música,Streams
2016,37,The Chainsmokers - Don't Let Me Down (Official Video) ft. Daya,"534,689,050"
2016,38,Taylor Swift - Blank Space,"529,904,654"
2016,39,Ed Sheeran - Thinking Out Loud (Official Music Video),"520,228,610"
2016,40,Enrique Iglesias - DUELE EL CORAZON ft. Wisin,"514,152,689"
2016,41,Katy Perry - Roar,"505,761,298"
2016,42,OneRepublic - Counting Stars,"500,602,549"
2016,43,Meghan Trainor - All About That Bass (Official Video),"483,002,234"
2016,44,The Weeknd - The Hills,"480,884,786"
2016,45,Maluma - Borro Cassette (Official Video),"466,320,805"
2016,46,Lukas Graham - 7 Years [Official Music Video],"458,234,906"
2016,47,Gente de Zona - La Gozadera (Official Video) ft. Marc Anthony,"455,272,801"
2016,48,Ellie Goulding - Love Me Like You Do (Official Video),"454,377,540"
2016,49,The Weeknd - Starboy ft. Daft Punk (Official Video),"451,403,384"
2016,50,Ricky Martin - La Mordidita (Official Video) ft. Yotuel,"447,124,519"
2016,51,"Cali Y El Dandee - Por Fin Te EncontrÃ© ft. Juan Magan, Sebastian Yatra (Video Oficiel)","446,114,563"
2016,52,Coldplay - Adventure Of A Lifetime (Official Video),"438,578,431"
2016,53,Sia - Chandelier (Official Video),"436,873,641"
2016,54,"Skrillex and Diplo - ""Where Are Ã Now"" with Justin Bieber (Official Video)","420,949,056"
2016,55,Katy Perry - Dark Horse ft. Juicy J,"416,592,085"
2016,56,J Balvin - Bobo (Official Video),"414,497,066"
2016,57,Passenger | Let Her Go (Official Video),"413,349,280"
2016,58,J. Balvin - Ay Vamos (Official Video),"408,603,922"
2016,59,"David Guetta - Hey Mama (Official Video) ft Nicki Minaj, Bebe Rexha & Afrojack","407,239,958"
2016,60,Meghan Trainor - NO,"399,085,017"
2016,61,The Weeknd - Can't Feel My Face (Official Video),"395,906,613"
2016,62,Zara Larsson - Lush Life,"394,997,922"
2016,63,Jennifer Lopez - Ain't Your Mama (Official Video),"378,951,559"
2016,64,Ariana Grande - Focus (Official Video),"377,133,659"
2016,65,Ariana Grande - Into You (Official Video),"372,762,791"
2016,66,Avicii - Wake Me Up (Official Video),"364,328,263"
2016,67,MAGIC! - Rude (Official Video),"361,671,250"
2016,68,21. El PerdÃ³n - Nicky Jam y Enrique Iglesias  (Official Music Video YTMAs),"358,610,173"
2016,69,Calvin Harris - Summer (Official Video),"357,536,703"
2016,70,OMI - Cheerleader (Felix Jaehn Remix) (Official Video) [Ultra Records],"346,435,044"
2016,71,Farruko - Chillax (Official Video) ft. Ky-Mani Marley,"344,648,513"
2016,72,"La OcasiÃ³n - De La Ghetto, Arcangel, Ozuna, Anuel Aa, Dj Luian, Mambo Kingz [Video Oficial]","341,628,176"
2016,73,Desiigner- Panda (OFFICIAL SONG) Prod. By: Menace,"339,642,487"
2016,74,J. Balvin - Ginza (Official Video),"339,391,680"
2016,75,DJ Snake ft. Justin Bieber - Let Me Love You [Lyric Video],"338,713,159"
2016,76,"Justin Timberlake - CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"") (Official Video)","335,982,107"
2016,77,Ricky Martin - Vente Pa' Ca (Official Video) ft. Maluma,"331,839,628"
2016,78,Yandel - Encantadora (Official Video),"329,421,839"
2016,79,Zion & Lennox ft. J Balvin - Otra Vez (Video Oficial),"327,975,214"
2016,80,Calvin Harris - Blame ft. John Newman,"324,634,769"
2016,81,twenty one pilots - Ride (Official Video),"321,247,402"
2016,82,Adele - Send My Love (To Your New Lover),"318,306,045"
2016,83,Shakira - Chantaje (Official Video) ft. Maluma,"318,008,925"
2016,84,Charlie Puth - One Call Away [Official Video],"317,948,433"
2016,85,FROZEN | Let It Go Sing-along | Official Disney UK,"314,669,197"
2016,86,Ellie Goulding - Burn (Official Video),"313,534,146"
2016,87,Ariana Grande - Dangerous Woman (Official Video),"309,869,202"
2016,88,Taylor Swift - Bad Blood ft. Kendrick Lamar,"309,757,485"
2016,89,Selena Gomez - Kill Em With Kindness,"307,831,891"
2016,90,Sia - The Greatest (Official Video),"305,906,510"
2016,91,Meghan Trainor - Me Too,"305,823,626"
2016,92,Ozuna - Te Vas (Video Oficial),"303,176,583"
2016,93,"Lil Wayne, Wiz Khalifa & Imagine Dragons w/ Logic & Ty Dolla $ign ft X Ambassadors - Sucker for Pain","303,093,006"
2016,94,Justin Bieber - Company,"302,048,426"
2016,95,"J Balvin - Safari ft. Pharrell Williams, BIA, Sky (Official Video)","299,830,059"
2016,96,"Maluma - Cuatro Babys (Official Video) ft. Trap Capos, Noriel, Bryant Myers, Juhn","297,509,494"
2016,97,One Direction - Drag Me Down (Official Video),"295,598,810"
2016,98,Bruno Mars - 24K Magic (Official Music Video),"291,003,127"
2016,99,Future - Low Life (Official Music Video) ft. The Weeknd,"290,165,386"
2016,100,Shakira - Waka Waka (This Time for Africa) (The Official 2010 FIFA World Cupâ¢ Song),"289,115,590"
2017,1,Luis Fonsi - Despacito ft. Daddy Yankee,"4,618,196,414"
2017,2,Ed Sheeran - Shape of You (Official Music Video),"2,959,216,343"
2017,3,Shakira - Chantaje (Official Video) ft. Maluma,"1,721,760,262"
2017,4,Clean Bandit - Rockabye (feat. Sean Paul & Anne-Marie) [Official Video],"1,591,200,578"
2017,5,"J Balvin, Willy William - Mi Gente (Official Video)","1,503,288,018"
2017,6,Maluma - Felices los 4 (Official Video),"1,223,203,882"
2017,7,Bruno Mars - Thatâs What I Like [Official Music Video],"1,111,498,117"
2017,8,CNCO - ReggaetÃ³n Lento (Bailemos),"1,105,706,160"
2017,9,Charlie Puth - We Don't Talk Anymore (feat. Selena Gomez) [Official Video],"1,072,356,255"
2017,10,"Chris Jedi - Ahora Dice (Official Video) ft. J. Balvin, Ozuna, ArcÃ¡ngel","1,037,365,162"
2017,11,The Chainsmokers - Closer (Lyric) ft. Halsey,"1,025,476,803"
2017,12,Ricky Martin - Vente Pa' Ca (Official Video) ft. Maluma,"1,013,880,956"
2017,13,El Amante - Nicky Jam | Video Oficial,"1,012,085,930"
2017,14,Wiz Khalifa - See You Again ft. Charlie Puth [Official Video] Furious 7 Soundtrack,"998,036,067"
2017,15,Jason Derulo - Swalla (feat. Nicki Minaj & Ty Dolla $ign) [Official Music Video],"956,506,065"
2017,16,Natti Natasha â Ozuna - Criminal [Official Video],"930,625,733"
2017,17,Shawn Mendes - Treat You Better,"928,172,256"
2017,18,Danny Ocean -  Me RehÃºso (Official Audio),"913,201,635"
2017,19,"Enrique Iglesias - SUBEME LA RADIO (Official Video) ft. Descemer Bueno, Zion & Lennox","905,795,062"
2017,20,"DJ Khaled - I'm The One ft. Justin Bieber, Quavo, Chance the Rapper, Lil Wayne","898,792,590"
2017,21,Wisin - EscÃ¡pate Conmigo (Official Video) ft. Ozuna,"897,388,464"
2017,22,The Chainsmokers & Coldplay - Something Just Like This (Lyric),"886,945,033"
2017,23,"Becky G, Bad Bunny - Mayores (Official Video)","876,215,221"
2017,24,Dua Lipa - New Rules (Official Music Video),"848,771,017"
2017,25,The Weeknd - Starboy ft. Daft Punk (Official Video),"830,809,945"
2017,26,Maroon 5 - Sugar (Official Music Video),"818,933,791"
2017,27,Taylor Swift - Look What You Made Me Do,"803,853,993"
2017,28,J Balvin - Si Tu Novio Te Deja Sola ft. Bad Bunny (Official Video),"783,052,159"
2017,29,Mark Ronson - Uptown Funk (Official Video) ft. Bruno Mars,"766,843,288"
2017,30,"Calvin Harris, Rihanna - This Is What You Came For (Official Video)","755,930,257"
2017,31,Ed Sheeran - Shape Of You [Official Lyric Video],"747,940,048"
2017,32,Una Lady Como TÃº - MTZ Manuel Turizo | Video Oficial,"739,329,598"
2017,33,Justin Bieber - Sorry (PURPOSE : The Movement),"731,301,919"
2017,34,Katy Perry - Roar,"673,485,949"
2017,35,Daddy Yankee ft. Ozuna - La Rompe Corazones (Video Lyric Oficial),"663,048,745"
2017,36,Charlie Puth - Attention [Official Video],"654,180,670"
2017,37,Taylor Swift - Shake It Off,"644,527,937"
2017,38,"Enrique Iglesias - Bailando ft. Descemer Bueno, Gente De Zona","634,434,953"
2017,39,Alan Walker - Faded,"632,700,346"
2017,40,Bruno Mars - 24K Magic (Official Music Video),"630,557,876"
2017,41,Post Malone - Congratulations (Official Music Video) ft. Quavo,"619,947,479"
2017,42,Ariana Grande ft. Nicki Minaj - Side To Side (Official Video) ft. Nicki Minaj,"613,889,701"
2017,43,Maluma - Sin Contrato (Official Video),"612,404,991"
2017,44,Ozuna - Tu Foto (Video Oficial) | Odisea,"609,771,675"
2017,45,Ed Sheeran - Thinking Out Loud (Official Music Video),"605,700,836"
2017,46,"Luis Fonsi, Daddy Yankee - Despacito (Audio) ft. Justin Bieber","600,411,049"
2017,47,ZAYN - Dusk Till Dawn (Official Video) ft. Sia,"596,071,524"
2017,48,Crazy Frog - Axel F (Official Video),"577,720,016"
2017,49,"DJ Khaled - Wild Thoughts (Official Video) ft. Rihanna, Bryson Tiller","575,652,764"
2017,50,Ozuna - Se PreparÃ³ (Video Oficial) | Odisea,"574,907,604"
2017,51,French Montana - Unforgettable ft. Swae Lee,"572,419,287"
2017,52,Clean Bandit - Symphony (feat. Zara Larsson) [Official Video],"560,265,087"
2017,53,Maluma - El Perdedor (Official Video),"557,348,540"
2017,54,"Farruko, Bad Bunny, Rvssian - Krippy Kush (Official Video)","555,730,055"
2017,55,Katy Perry - Dark Horse ft. Juicy J,"549,538,196"
2017,56,"Karol G, Bad Bunny - Ahora Me Llama (Official Video)","535,451,340"
2017,57,Ozuna - El Farsante (Audio Oficial) | Odisea,"534,198,197"
2017,58,MC Fioti - Bum Bum Tam Tam (KondZilla) | Official Music Video,"528,480,217"
2017,59,"Maluma - Cuatro Babys (Official Video) ft. Trap Capos, Noriel, Bryant Myers, Juhn","516,359,627"
2017,60,Simone & Simaria - Loka ft. Anitta,"513,146,289"
2017,61,Migos - Bad and Boujee ft Lil Uzi Vert [Official Video],"510,715,126"
2017,62,Fifth Harmony - Work from Home (Official Video) ft. Ty Dolla $ign,"509,028,354"
2017,63,Shakira - Me EnamorÃ© (Official Video),"508,681,344"
2017,64,Arcangel x Bad Bunny X Dj Luian X Mambo Kingz - Tu No Vive Asi [Video oficial],"502,055,964"
2017,65,Meghan Trainor - All About That Bass (Official Video),"490,851,619"
2017,66,"Nacho, Yandel, Bad Bunny - BÃ¡ilame (Remix)","485,746,292"
2017,67,OneRepublic - Counting Stars,"477,061,112"
2017,68,"Carlos Vives, Shakira - La Bicicleta","471,915,133"
2017,69,"Carlos Vives, SebastiÃ¡n Yatra - Robarte un Beso (Official Video)","470,312,421"
2017,70,Zion & Lennox ft. J Balvin - Otra Vez (Video Oficial),"460,539,103"
2017,71,MC Kevinho - Olha a ExplosÃ£o (KondZilla) | Official Music Video,"460,357,840"
2017,72,Passenger | Let Her Go (Official Video),"459,186,385"
2017,73,Alan Walker - Alone,"456,989,125"
2017,74,BAD BUNNY - SOY PEOR (Video Oficial),"456,225,618"
2017,75,Sam Smith - Too Good At Goodbyes,"452,142,219"
2017,76,Daddy Yankee - Shaky Shaky (Video Oficial),"451,371,302"
2017,77,Christian Nodal - AdiÃ³s Amor (Video Oficial),"449,391,180"
2017,78,Marshmello - Alone (Official Music Video),"445,492,651"
2017,79,Katy Perry - Chained To The Rhythm (Official) ft. Skip Marley,"441,310,794"
2017,80,CNCO - Quisiera (Official Video),"439,244,903"
2017,81,Major Lazer & DJ Snake - Lean On (feat. MÃ) [Official 4K Music Video],"436,814,105"
2017,82,Ed Sheeran - Perfect (Official Music Video),"429,801,653"
2017,83,Camila Cabello - Havana (Audio) ft. Young Thug,"429,190,984"
2017,84,"ZAYN, Taylor Swift - I Donât Wanna Live Forever (Fifty Shades Darker)","427,249,057"
2017,85,Imagine Dragons - Thunder,"426,516,977"
2017,86,Justin Bieber - What Do You Mean?,"425,909,271"
2017,87,Katy Perry - Bon AppÃ©tit (Official) ft. Migos,"420,949,416"
2017,88,"Luis Fonsi, Demi Lovato - Ãchame La Culpa","420,277,009"
2017,89,DJ Snake - Let Me Love You ft. Justin Bieber,"420,018,264"
2017,90,The Chainsmokers - Don't Let Me Down (Official Video) ft. Daya,"410,754,693"
2017,91,Kendrick Lamar - HUMBLE.,"410,412,081"
2017,92,Kygo & Selena Gomez - It Ain't Me (Audio),"410,088,725"
2017,93,Chino y Nacho - Andas En Mi Cabeza ft. Daddy Yankee (Video Oficial),"407,123,264"
2017,94,Camila Cabello - Havana ft. Young Thug,"400,790,239"
2017,95,Gente de Zona - La Gozadera (Official Video) ft. Marc Anthony,"398,784,107"
2017,96,James Arthur - Say You Won't Let Go,"397,869,523"
2017,97,Cardi B - Bodak Yellow [OFFICIAL MUSIC VIDEO],"395,497,271"
2017,98,Jonas Blue - Mama ft. William Singe,"394,837,682"
2017,99,twenty one pilots: Heathens (from Suicide Squad: The Album) [OFFICIAL VIDEO],"393,533,800"
2017,100,Shakira - Perro Fiel (Official Video) ft. Nicky Jam,"393,317,075"
2018,1,Maroon 5 - Girls Like You ft. Cardi B (Official Music Video),"1,557,467,907"
2018,2,"Casper, Nio GarcÃ­a, Darell, Nicky Jam, Bad Bunny, Ozuna - Te Bote Remix (Video Oficial)","1,529,230,434"
2018,3,X (EQUIS) - Nicky Jam x J. Balvin | Video Oficial  (Prod. Afro Bros & Jeon),"1,448,025,295"
2018,4,"Luis Fonsi, Demi Lovato - Ãchame La Culpa","1,292,391,736"
2018,5,Ed Sheeran - Perfect (Official Music Video),"1,288,351,372"
2018,6,Luis Fonsi - Despacito ft. Daddy Yankee,"1,227,560,360"
2018,7,Daddy Yankee - Dura (Video Oficial),"1,221,456,767"
2018,8,"Becky G, NATTI NATASHA - Sin Pijama (Official Video)","1,174,846,906"
2018,9,Ozuna x Romeo Santos - El Farsante (Remix) (Video Oficial),"1,151,466,447"
2018,10,Maluma - CorazÃ³n (Official Video) ft. Nego do Borel,"1,107,328,666"
2018,11,Piso 21 - DÃ©jala Que Vuelva (feat. Manuel Turizo) [Video Oficial],"1,072,004,189"
2018,12,Ed Sheeran - Shape of You (Official Music Video),"1,023,573,997"
2018,13,Camila Cabello - Havana (Audio) ft. Young Thug,"1,020,881,692"
2018,14,"El Chombo, Dancing Green Alien - Dame Tu Cosita feat. Cutty Ranks (Official Video) [Ultra Records]","998,987,322"
2018,15,Drake - God's Plan,"911,539,556"
2018,16,"DJ Snake - Taki Taki ft. Selena Gomez, Ozuna, Cardi B (Official Music Video)","810,941,119"
2018,17,"Cardi B, Bad Bunny & J Balvin - I Like It [Official Music Video]","778,365,453"
2018,18,Natti Natasha â Ozuna - Criminal [Official Video],"768,845,166"
2018,19,"Reik - Me Niego ft. Ozuna, Wisin","759,711,954"
2018,20,Dua Lipa - New Rules (Official Music Video),"745,996,654"
2018,21,Vaina Loca - Ozuna x Manuel Turizo (Video Oficial),"742,099,302"
2018,22,Ozuna - SÃ­guelo Bailando (Video Oficial),"707,138,097"
2018,23,Ariana Grande - no tears left to cry (Official Video),"695,080,919"
2018,24,Alan Walker - Faded,"681,632,735"
2018,25,"J Balvin, Willy William - Mi Gente (Official Video)","680,975,401"
2018,26,BAD BUNNY - AMORFODA (Video Oficial),"647,905,529"
2018,27,"Bella, Wolfine - Video Oficial","646,825,338"
2018,28,"Thalia, NATTI NATASHA - No Me Acuerdo (Official Video)","645,295,020"
2018,29,Wiz Khalifa - See You Again ft. Charlie Puth [Official Video] Furious 7 Soundtrack,"628,214,353"
2018,30,XXXTENTACION - SAD!,"625,850,608"
2018,31,Imagine Dragons - Thunder,"612,404,852"
2018,32,The Chainsmokers & Coldplay - Something Just Like This (Lyric),"605,982,304"
2018,33,MC Fioti - Bum Bum Tam Tam (KondZilla) | Official Music Video,"600,609,761"
2018,34,Crazy Frog - Axel F (Official Video),"596,755,983"
2018,35,Guru Randhawa: Lahore (Official Video) Bhushan Kumar | Vee | DirectorGifty | T-Series,"583,333,538"
2018,36,SebastiÃ¡n Yatra - No Hay Nadie MÃ¡s (Official Video),"579,646,352"
2018,37,BLACKPINK - âëëëë (DDU-DU DDU-DU)â M/V,"579,161,650"
2018,38,"Laung Laachi Title Song | Mannat Noor | Ammy Virk, Neeru Bajwa,Amberdeep | Latest Punjabi Song 2018","577,637,495"
2018,39,"6ix9ine - FEFE ft. Nicki Minaj, Murda Beatz","566,424,905"
2018,40,Ed Sheeran - Thinking Out Loud (Official Music Video),"561,624,038"
2018,41,"Becky G, Bad Bunny - Mayores (Official Video)","560,477,833"
2018,42,"Carlos Vives, SebastiÃ¡n Yatra - Robarte un Beso (Official Video)","558,189,598"
2018,43,Bebe Rexha - Meant to Be (feat. Florida Georgia Line) [Official Music Video],"558,100,975"
2018,44,Mark Ronson - Uptown Funk (Official Video) ft. Bruno Mars,"554,203,006"
2018,45,ZÃ© Neto e Cristiano - LARGADO ÃS TRAÃAS - ZÃ© Neto e Cristiano AcÃºstico,"545,500,694"
2018,46,Bruno Mars - Finesse (Remix) (feat. Cardi B) (Official Music Video),"530,044,785"
2018,47,OneRepublic - Counting Stars,"526,950,436"
2018,48,Amor de Verdade - MC Kekel e MC Rita (KondZilla) | Official Music Video,"523,482,827"
2018,49,Passenger | Let Her Go (Official Video),"522,707,393"
2018,50,Paulo Londra ft Lenny Tavarez - Nena Maldicion (Official Video),"519,978,634"
2018,51,Sam Smith - Too Good At Goodbyes,"517,090,653"
2018,52,6ix9ine - BEBE ft. Anuel AA,"514,637,529"
2018,53,"Swag Se Swagat Song | Tiger Zinda Hai | Salman Khan, Katrina Kaif | Vishal - Shekhar, Neha B, Irshad","513,793,536"
2018,54,Tyga - Taste (Official Video) ft. Offset,"507,550,300"
2018,55,ZAYN - Dusk Till Dawn (Official Video) ft. Sia,"502,364,767"
2018,56,Lil Pump - Gucci Gang [Official Music Video],"483,667,210"
2018,57,KAROL G - Mi Cama (Official Video),"480,567,744"
2018,58,"Alex Rose  ft. Cazzu, Lenny Tavarez, Lyanno & Rauw Alejandro - Toda (Remix) [Video Oficial]","476,826,671"
2018,59,Shakira - Waka Waka (This Time for Africa) (The Official 2010 FIFA World Cupâ¢ Song),"472,858,097"
2018,60,"J Balvin, Zion & Lennox - No Es Justo (Official Video)","472,308,274"
2018,61,EsperÃ¡ndote - MTZ Manuel Turizo | Video Oficial,"471,987,229"
2018,62,Post Malone - Psycho (Official Music Video) ft. Ty Dolla $ign,"470,712,688"
2018,63,Piso 21 ft. Paulo Londra - Te Amo (Video Oficial),"469,466,818"
2018,64,Una Lady Como TÃº - MTZ Manuel Turizo | Video Oficial,"468,164,713"
2018,65,Clean Bandit - Solo (feat. Demi Lovato) [Official Video],"465,779,504"
2018,66,BAD BUNNY x DRAKE - MÃA (Video Oficial),"460,391,652"
2018,67,"Calvin Harris, Dua Lipa - One Kiss (Official Video)","456,169,250"
2018,68,Childish Gambino - This Is America (Official Video),"455,975,201"
2018,69,Marshmello & Anne-Marie - FRIENDS (Lyric Video) *OFFICIAL FRIENDZONE ANTHEM*,"455,498,091"
2018,70,Lil Dicky  - Freaky Friday feat. Chris Brown (Official Music Video),"454,015,706"
2018,71,Dua Lipa - IDGAF (Official Music Video),"446,581,600"
2018,72,Siti Badriah - Lagi Syantik (Official Music Video NAGASWARA),"442,326,938"
2018,73,Ozuna - Se PreparÃ³ (Video Oficial) | Odisea,"441,860,963"
2018,74,Ozuna x Bad Bunny x Wisin x Almighty X Dj Luian X Mambo Kingz - Solita,"440,466,422"
2018,75,"Sofia Reyes - 1, 2, 3 (feat. Jason Derulo & De La Ghetto) [Official Video]","435,697,026"
2018,76,XXXTENTACION - changes,"431,758,786"
2018,77,twenty one pilots: Stressed Out [OFFICIAL VIDEO],"428,895,148"
2018,78,Charlie Puth - We Don't Talk Anymore (feat. Selena Gomez) [Official Video],"424,931,953"
2018,79,Imagine Dragons - Believer (Official Music Video),"422,284,187"
2018,80,Balti feat. Hamouda - Ya Lili (Official Music Video),"419,594,681"
2018,81,BANDA MS - EL COLOR DE TUS OJOS (VIDEO OFICIAL),"418,195,451"
2018,82,BTS (ë°©íìëë¨) 'FAKE LOVE' Official MV,"414,976,518"
2018,83,"SebastiÃ¡n Yatra, Mau y Ricky - Ya No Tiene Novio (Official Video)","412,842,037"
2018,84,Gusttavo Lima - Apelido Carinhoso - DVD Buteco do Gusttavo Lima 2 (VÃ­deo Oficial),"408,336,438"
2018,85,The Weeknd - Call Out My Name (Official Video),"408,165,707"
2018,86,Marshmello & Anne-Marie - FRIENDS (Music Video) *OFFICIAL FRIENDZONE ANTHEM*,"404,547,220"
2018,87,Christina Perri - A Thousand Years [Official Music Video],"403,102,812"
2018,88,"KAROL G, Anuel AA - Culpables (Official Video)","402,718,442"
2018,89,Marshmello - Alone (Official Music Video),"400,345,245"
2018,90,Osito Gominola - Full Spanish Version - The Gummy Bear Song,"398,251,015"
2018,91,Prada : Jass Manak (Official Video) Satti Dhillon - Romantic Song - GK Digital - Geet MP3,"391,417,303"
2018,92,The Gummy Bear Song - Long English Version,"390,043,801"
2018,93,Culpables - MTZ Manuel Turizo,"389,142,422"
2018,94,Imagine Dragons - Whatever It Takes (Official Music Video),"387,207,240"
2018,95,"DILBAR Lyrical | Satyameva Jayate |John Abraham, Nora Fatehi,Tanishk B, Neha Kakkar,Dhvani, Ikka","386,016,882"
2018,96,"Dil Diyan Gallan Song | Tiger Zinda Hai | Salman Khan, Katrina Kaif | Atif Aslam | Vishal & Shekhar","384,766,765"
2018,97,Kanye West & Lil Pump - I Love It feat. Adele Givens [Official Music Video],"368,605,430"
2018,98,"Becky G, Paulo Londra - Cuando Te BesÃ© (Official Video)","365,270,471"
2018,99,Maroon 5 - Sugar (Official Music Video),"365,256,333"
2018,100,Sensualidad - Bad Bunny X Prince Royce X J Balvin X Dj Luian X Mambo Kingz,"365,149,301"
2019,1,Daddy Yankee & Snow - Con Calma (Video Oficial),"1,654,819,842"
2019,2,"Pedro CapÃ³, Farruko - Calma (Remix - Official Video)","1,545,847,102"
2019,3,"ROSALÃA, J Balvin - Con Altura (Official Video) ft. El Guincho","1,202,699,699"
2019,4,"Anuel AA, Daddy Yankee, Karol G, Ozuna & J Balvin - China (Video Oficial)","975,223,843"
2019,5,Maroon 5 - Girls Like You ft. Cardi B (Official Music Video),"967,066,919"
2019,6,"Anuel AA, KAROL G - Secreto","923,047,840"
2019,7,"Jhay Cortez, J. Balvin, Bad Bunny - No Me Conoce (Remix)","857,314,382"
2019,8,"DJ Snake - Taki Taki ft. Selena Gomez, Ozuna, Cardi B (Official Music Video)","856,980,100"
2019,9,"Shawn Mendes, Camila Cabello - SeÃ±orita","853,611,022"
2019,10,"El Chombo, Dancing Green Alien - Dame Tu Cosita feat. Cutty Ranks (Official Video) [Ultra Records]","765,543,345"
2019,11,"Post Malone, Swae Lee - Sunflower (Spider-Man: Into the Spider-Verse) (Official Video)","760,150,883"
2019,12,Luis Fonsi - Despacito ft. Daddy Yankee,"739,854,801"
2019,13,"Maari 2 - Rowdy Baby (Video Song) | Dhanush, Sai Pallavi | Yuvan Shankar Raja | Balaji Mohan","737,648,347"
2019,14,Billie Eilish - bad guy,"698,574,937"
2019,15,BLACKPINK - 'Kill This Love' M/V,"696,553,318"
2019,16,"SIMMBA: Aankh Marey Lyrical | Ranveer Singh, Sara Ali Khan | Tanishk Bagchi, Mika Singh,Neha,Kumar S","667,278,342"
2019,17,Ariana Grande - 7 rings (Official Video),"661,176,111"
2019,18,"Vaaste Song: Dhvani Bhanushali, Tanishk Bagchi | Nikhil D'Souza | Bhushan Kumar | Radhika R, Vinay S","660,800,064"
2019,19,BTS (ë°©íìëë¨) 'ìì ê²ë¤ì ìí ì (Boy With Luv) (feat. Halsey)' Official MV,"655,893,166"
2019,20,Maluma - HP (Official Video),"637,685,039"
2019,21,"Lady Gaga, Bradley Cooper - Shallow (from A Star Is Born) (Official Music Video)","595,377,418"
2019,22,Ed Sheeran - Shape of You (Official Music Video),"568,795,173"
2019,23,"Mau y Ricky, Manuel Turizo, Camilo - Desconocidos (Official Video)","539,592,776"
2019,24,Ed Sheeran - Perfect (Official Music Video),"521,306,933"
2019,25,Los Ãngeles Azules - Nunca Es Suficiente ft. Natalia Lafourcade (Live),"516,891,231"
2019,26,Imagine Dragons - Believer (Official Music Video),"512,896,475"
2019,27,BAD BUNNY x DRAKE - MÃA (Video Oficial),"507,761,205"
2019,28,"Sam Smith, Normani - Dancing With A Stranger (Official Music Video)","497,742,461"
2019,29,Paulo Londra - Adan y Eva (Official Video),"494,679,966"
2019,30,Te RobarÃ© - Nicky Jam x Ozuna  | Video Oficial,"492,545,518"
2019,31,"Casper, Nio GarcÃ­a, Darell, Nicky Jam, Bad Bunny, Ozuna - Te Bote Remix (Video Oficial)","492,195,175"
2019,32,Marshmello - Alone (Official Music Video),"490,660,381"
2019,33,Lil Nas X - Old Town Road (feat. Billy Ray Cyrus) [Remix],"482,363,382"
2019,34,"SIMMBA: Aankh Marey | Ranveer Singh, Sara Ali Khan | Tanishk Bagchi,Mika Singh,Neha Kakkar,  Kumar S","478,336,668"
2019,35,Maluma - 11 PM (Official Video),"462,705,131"
2019,36,BLACKPINK - âëëëë (DDU-DU DDU-DU)â M/V,"462,121,259"
2019,37,6ix9ine - BEBE ft. Anuel AA,"461,541,427"
2019,38,FILHALL | Akshay Kumar Ft Nupur Sanon | BPraak | Jaani | Arvindr Khaira | Ammy Virk | DESI MELODIES,"459,219,104"
2019,39,Soltera Remix - Lunay X Daddy Yankee X Bad Bunny ( Video Oficial ),"458,107,185"
2019,40,TONES AND I - DANCE MONKEY (OFFICIAL VIDEO),"455,271,815"
2019,41,"David Guetta, Bebe Rexha & J Balvin - Say My Name (Official Video)","454,324,766"
2019,42,"Becky G, NATTI NATASHA - Sin Pijama (Official Video)","454,064,502"
2019,43,Alan Walker - Faded,"452,123,329"
2019,44,Crazy Frog - Axel F (Official Video),"448,169,629"
2019,45,"SebastiÃ¡n Yatra, Reik - Un AÃ±o (Official Video)","447,280,188"
2019,46,Anuel AA & Haze - Amanece [Official Video],"444,285,368"
2019,47,à¤¶à¥à¤°à¥ à¤¹à¤¨à¥à¤®à¤¾à¤¨ à¤à¤¾à¤²à¥à¤¸à¤¾ ðºð| Shree Hanuman Chalisa Original Video |ððº| GULSHAN KUMAR | HARIHARAN |Full HD,"437,343,738"
2019,48,Ava Max - Sweet but Psycho [Official Music Video],"437,190,921"
2019,49,"Laung Laachi Title Song | Mannat Noor | Ammy Virk, Neeru Bajwa,Amberdeep | Latest Punjabi Song 2018","430,311,947"
2019,50,Anuel AA - Ella Quiere Beber (Remix) ft. Romeo Santos,"429,840,879"
2019,51,Lehanga : Jass Manak (Official Video) Satti Dhillon - Punjabi Song - GK Digital - Geet MP3,"428,305,620"
2019,52,"Wisin & Yandel, Romeo Santos - Aullando (Official Video)","424,040,283"
2019,53,"Tainy, Anuel AA, Ozuna - Adicto (Official Video)","423,511,028"
2019,54,Official Video: Nikle Currant Song | Jassi Gill | Neha Kakkar | Sukh-E Muzical Doctorz | Jaani,"419,277,325"
2019,55,Lil Nas X - Old Town Road (Official Movie) ft. Billy Ray Cyrus,"413,153,354"
2019,56,Wiz Khalifa - See You Again ft. Charlie Puth [Official Video] Furious 7 Soundtrack,"413,141,630"
2019,57,Sech - Otro Trago ft. Darell (Video Oficial),"408,082,769"
2019,58,"Thalia, NATTI NATASHA - No Me Acuerdo (Official Video)","404,255,151"
2019,59,"J Balvin, Willy William - Mi Gente (Official Video)","402,818,402"
2019,60,"Luka Chuppi: COCA COLA Song | Kartik A, Kriti S | Tony Kakkar Tanishk Bagchi Neha Kakkar Young Desi","396,107,818"
2019,61,Leja Re | Dhvani Bhanushali | Tanishk Bagchi | Rashmi Virag |Radhika Rao| Vinay Sapru | Siddharth,"395,180,528"
